name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line
Bug Silvally,773,95,95,95,95,95,95,570,Bug,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Ghost Silvally,773,95,95,95,95,95,95,570,Ghost,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Steel Silvally,773,95,95,95,95,95,95,570,Steel,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Fire Silvally,773,95,95,95,95,95,95,570,Fire,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Water Silvally,773,95,95,95,95,95,95,570,Water,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Grass Silvally,773,95,95,95,95,95,95,570,Grass,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Electric Silvally,773,95,95,95,95,95,95,570,Electric,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Psychic Silvally,773,95,95,95,95,95,95,570,Psychic,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Ice Silvally,773,95,95,95,95,95,95,570,Ice,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Dragon Silvally,773,95,95,95,95,95,95,570,Dragon,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Dark Silvally,773,95,95,95,95,95,95,570,Dark,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Fairy Silvally,773,95,95,95,95,95,95,570,Fairy,,Rks System,Adaptability,"Type Null, Normal Silvally, Fighting Silvally, Flying Silvally, Poison Silvally, Ground Silvally, Rock Silvally, Bug Silvally, Ghost Silvally, Steel Silvally, Fire Silvally, Water Silvally, Grass Silvally, Electric Silvally, Psychic Silvally, Ice Silvally, Dragon Silvally, Dark Silvally, Fairy Silvally"
Red Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Orange Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Yellow Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Green Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Blue Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Indigo Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Violet Meteor Minior,774,60,60,100,60,100,60,440,Rock,Flying,Shields Down,Sturdy,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Red Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Orange Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Yellow Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Green Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Blue Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Indigo Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Violet Minior,774,60,100,60,100,60,120,500,Rock,Flying,Shields Down,Aerilate,"Red Meteor Minior, Orange Meteor Minior, Yellow Meteor Minior, Green Meteor Minior, Blue Meteor Minior, Indigo Meteor Minior, Violet Meteor Minior, Red Minior, Orange Minior, Yellow Minior, Green Minior, Blue Minior, Indigo Minior, Violet Minior"
Komala,775,65,115,65,75,95,65,480,Normal,,Comatose,Guts,Komala
Turtonator,776,60,78,135,91,85,36,485,Fire,Dragon,Shell Armor,Dauntless Shield,Turtonator
Togedemaru,777,65,98,63,40,73,96,435,Electric,Steel,"Iron Barbs, Lightning Rod, Sturdy",Cheek Pouch,Togedemaru
Disguised Mimikyu,778,55,90,80,50,105,96,476,Ghost,Fairy,Disguise,Tough Claws,"Disguised Mimikyu, Busted Mimikyu"
Busted Mimikyu,778,55,90,80,50,105,96,476,Ghost,Fairy,Disguise,Tough Claws,"Disguised Mimikyu, Busted Mimikyu"
Bruxish,779,68,105,70,70,70,92,475,Water,Psychic,"Dazzling, Strong Jaw, Wonder Skin",Multiscale,Bruxish
Drampa,780,78,60,85,135,91,36,485,Normal,Dragon,"Berserk, Sap Sipper, Cloud Nine",Thick Fat,Drampa
Dhelmise,781,70,131,100,86,90,40,517,Ghost,Grass,Steelworker,Water Bubble,Dhelmise
Jangmo O,782,45,55,65,45,45,45,300,Dragon,,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo O, Hakamo O, Kommo O"
Hakamo O,783,55,75,90,65,70,65,420,Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo O, Hakamo O, Kommo O"
Kommo O,784,75,110,125,100,105,85,600,Dragon,Fighting,"Bulletproof, Soundproof, Overcoat",Dauntless Shield,"Jangmo O, Hakamo O, Kommo O"
Tapu Koko,785,70,115,85,95,75,130,570,Electric,Fairy,"Electric Surge, Telepathy",Dauntless Shield,Tapu Koko
Tapu Lele,786,70,85,75,130,115,95,570,Psychic,Fairy,"Psychic Surge, Telepathy",Berserk,Tapu Lele
Tapu Bulu,787,70,130,115,85,95,75,570,Grass,Fairy,"Grassy Surge, Telepathy",Flower Veil,Tapu Bulu
Tapu Fini,788,70,75,115,95,130,85,570,Water,Fairy,"Misty Surge, Telepathy",Fairy Aura,Tapu Fini
Cosmog,789,43,29,31,29,31,37,200,Psychic,,Unaware,Power Spot,"Cosmog, Cosmoem, Solgaleo, Lunala"
Cosmoem,790,43,29,131,29,131,37,400,Psychic,,Sturdy,Power Spot,"Cosmog, Cosmoem, Solgaleo, Lunala"
Solgaleo,791,137,137,107,113,89,97,680,Psychic,Steel,Full Metal Body,Beast Boost,"Cosmog, Cosmoem, Solgaleo, Lunala"
Lunala,792,137,113,89,137,107,97,680,Psychic,Ghost,Shadow Shield,Beast Boost,"Cosmog, Cosmoem, Solgaleo, Lunala"
Nihilego,793,109,53,47,127,131,103,570,Rock,Poison,Beast Boost,Levitate,Nihilego
Buzzwole,794,107,139,139,53,53,79,570,Bug,Fighting,Beast Boost,Moxie,Buzzwole
Pheromosa,795,71,137,37,137,37,151,570,Bug,Fighting,Beast Boost,Tinted Lens,Pheromosa
Xurkitree,796,83,89,71,173,71,83,570,Electric,,Beast Boost,Transistor,Xurkitree
Celesteela,797,97,101,103,107,101,61,570,Steel,Flying,Beast Boost,Heatproof,Celesteela
Kartana,798,59,181,131,59,31,109,570,Grass,Steel,Beast Boost,Technician,Kartana
Guzzlord,799,223,101,53,97,53,43,570,Dark,Dragon,Beast Boost,Poison Heal,Guzzlord
Necrozma,800,97,107,101,127,89,79,600,Psychic,,Prism Armor,Beast Boost,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma"
Dusk Mane Necrozma,800,97,157,127,113,109,77,680,Psychic,Steel,Prism Armor,Full Metal Body,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma"
Dawn Wings Necrozma,800,97,113,109,157,127,77,680,Psychic,Ghost,Prism Armor,Shadow Shield,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma"
Ultra Necrozma,800,97,167,97,167,97,129,754,Psychic,Dragon,Neuroforce,Unnerve,"Necrozma, Dusk Mane Necrozma, Dawn Wings Necrozma, Ultra Necrozma"
Magearna,801,80,95,115,130,115,65,600,Steel,Fairy,Soul Heart,Mirror Armor,"Magearna, Original Magearna"
Original Magearna,801,80,95,115,130,115,65,600,Steel,Fairy,Soul Heart,Mirror Armor,"Magearna, Original Magearna"
Marshadow,802,90,125,80,90,90,125,600,Fighting,Ghost,Technician,Iron Fist,Marshadow
Poipole,803,67,73,67,73,67,73,420,Poison,,Beast Boost,Levitate,"Poipole, Naganadel"
Naganadel,804,73,73,73,127,73,121,540,Poison,Dragon,Beast Boost,Levitate,"Poipole, Naganadel"
Stakataka,805,61,131,211,53,101,13,570,Rock,Steel,Beast Boost,Solid Rock,Stakataka
Blacephalon,806,53,127,53,151,79,107,570,Fire,Ghost,Beast Boost,Magic Guard,Blacephalon
Zeraora,807,88,112,75,102,80,143,600,Electric,,Volt Absorb,Tough Claws,Zeraora
Meltan,808,46,65,65,55,35,34,300,Steel,,Magnet Pull,Heatproof,"Meltan, Melmetal, Gigantamax Melmetal"
Melmetal,809,135,143,143,80,65,34,600,Steel,,Iron Fist,Heatproof,"Meltan, Melmetal, Gigantamax Melmetal"
Gigantamax Melmetal,809,161,169,154,106,76,34,700,Steel,,Iron Fist,Full Metal Body,"Meltan, Melmetal, Gigantamax Melmetal"
Grookey,810,50,65,50,40,40,65,310,Grass,,"Overgrow, Grassy Surge",Pickpocket,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom"
Thwackey,811,70,85,70,55,60,80,420,Grass,,"Overgrow, Grassy Surge",Pickpocket,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom"
Rillaboom,812,100,125,90,60,70,85,530,Grass,,"Overgrow, Grassy Surge",Grass Pelt,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom"
Gigantamax Rillaboom,812,125,140,105,90,85,85,630,Grass,,Grassy Surge,Grass Pelt,"Grookey, Thwackey, Rillaboom, Gigantamax Rillaboom"
Scorbunny,813,50,71,40,40,40,69,310,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace"
Raboot,814,65,86,60,55,60,94,420,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace"
Cinderace,815,80,116,75,65,75,119,530,Fire,,"Blaze, Libero",Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace"
Gigantamax Cinderace,815,100,141,80,95,80,134,630,Fire,,Libero,Opportunist,"Scorbunny, Raboot, Cinderace, Gigantamax Cinderace"
Sobble,816,50,40,40,70,40,70,310,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon"
Drizzile,817,65,60,55,95,55,90,420,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon"
Inteleon,818,70,85,65,125,65,120,530,Water,,"Torrent, Sniper",Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon"
Gigantamax Inteleon,818,95,117,67,147,67,137,630,Water,,Sniper,Super Luck,"Sobble, Drizzile, Inteleon, Gigantamax Inteleon"
Skwovet,819,70,55,55,35,35,25,275,Normal,,"Cheek Pouch, Gluttony",Harvest,"Skwovet, Greedent"
Greedent,820,120,95,95,55,75,20,460,Normal,,"Cheek Pouch, Gluttony",Harvest,"Skwovet, Greedent"
Rookidee,821,38,47,35,33,35,57,245,Flying,,"Keen Eye, Unnerve, Big Pecks",Gale Wings,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight"
Corvisquire,822,68,67,55,43,55,77,365,Flying,,"Keen Eye, Unnerve, Big Pecks",Gale Wings,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight"
Corviknight,823,98,87,105,53,85,67,495,Flying,Steel,"Pressure, Unnerve, Mirror Armor",Iron Barbs,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight"
Gigantamax Corviknight,823,118,112,135,63,90,77,595,Flying,Steel,Mirror Armor,Iron Barbs,"Rookidee, Corvisquire, Corviknight, Gigantamax Corviknight"
Blipbug,824,25,20,20,25,45,45,180,Bug,,"Swarm, Compound Eyes, Telepathy",Run Away,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle"
Dottler,825,50,35,80,50,90,30,335,Bug,Psychic,"Swarm, Compound Eyes, Telepathy",Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle"
Orbeetle,826,60,45,110,80,120,90,505,Bug,Psychic,"Swarm, Frisk, Telepathy",Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle"
Gigantamax Orbeetle,826,75,50,140,100,150,90,605,Bug,Psychic,Trace,Psychic Surge,"Blipbug, Dottler, Orbeetle, Gigantamax Orbeetle"
Nickit,827,40,28,28,47,52,50,245,Dark,,"Run Away, Unburden, Stakeout",Magician,"Nickit, Thievul"
Thievul,828,70,58,58,87,92,90,455,Dark,,"Run Away, Unburden, Stakeout",Magician,"Nickit, Thievul"
Gossifleur,829,40,40,60,40,60,10,250,Grass,,"Cotton Down, Regenerator, Effect Spore",Seed Sower,"Gossifleur, Eldegoss"
Eldegoss,830,60,50,90,80,120,60,460,Grass,,"Cotton Down, Regenerator, Effect Spore",Seed Sower,"Gossifleur, Eldegoss"
Wooloo,831,42,40,55,40,45,48,270,Normal,,"Fluffy, Run Away, Bulletproof",Scrappy,"Wooloo, Dubwool"
Dubwool,832,72,80,100,60,90,88,490,Normal,,"Fluffy, Steadfast, Bulletproof",Scrappy,"Wooloo, Dubwool"
Chewtle,833,50,64,50,38,38,44,284,Water,,"Strong Jaw, Shell Armor, Swift Swim",Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw"
Drednaw,834,90,115,90,48,68,74,485,Water,Rock,"Strong Jaw, Shell Armor, Swift Swim",Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw"
Gigantamax Drednaw,834,115,137,115,61,83,74,585,Water,Rock,Strong Jaw,Solid Rock,"Chewtle, Drednaw, Gigantamax Drednaw"
Yamper,835,59,45,50,40,50,26,270,Electric,,"Ball Fetch, Rattled",Pickup,"Yamper, Boltund"
Boltund,836,69,90,60,90,60,121,490,Electric,,"Strong Jaw, Competitive",Sheer Force,"Yamper, Boltund"
Rolycoly,837,30,40,50,40,50,30,240,Rock,,"Steam Engine, Heatproof, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal"
Carkol,838,80,60,90,60,70,50,410,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal"
Coalossal,839,110,80,120,80,90,30,510,Rock,Fire,"Steam Engine, Flame Body, Flash Fire",Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal"
Gigantamax Coalossal,839,140,100,132,95,100,43,610,Rock,Fire,Steam Engine,Solid Rock,"Rolycoly, Carkol, Coalossal, Gigantamax Coalossal"
Applin,840,40,40,80,40,40,20,260,Grass,Dragon,"Ripen, Gluttony, Bulletproof",Sturdy,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple"
Flapple,841,70,110,80,95,60,70,485,Grass,Dragon,"Ripen, Gluttony, Hustle",No Guard,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple"
Gigantamax Flapple,841,100,125,90,105,70,95,585,Grass,Dragon,Hustle,No Guard,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple"
Appletun,842,110,85,80,100,80,30,485,Grass,Dragon,"Ripen, Gluttony, Thick Fat",Well Baked Body,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple"
Gigantamax Appletun,842,150,100,95,115,95,30,585,Grass,Dragon,Thick Fat,Well Baked Body,"Applin, Flapple, Gigantamax Flapple, Appletun, Gigantamax Appletun, Dipplin, Hydrapple"
Silicobra,843,52,57,75,35,50,46,315,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda"
Sandaconda,844,72,107,125,65,70,71,510,Ground,,"Sand Spit, Shed Skin, Sand Veil",Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda"
Gigantamax Sandaconda,844,102,137,140,70,80,81,610,Ground,,Sand Spit,Sand Rush,"Silicobra, Sandaconda, Gigantamax Sandaconda"
Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant"
Gulping Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant"
Gorging Cramorant,845,70,85,55,85,95,85,475,Flying,Water,Gulp Missile,Lightning Rod,"Cramorant, Gulping Cramorant, Gorging Cramorant"
Arrokuda,846,41,63,40,40,30,66,280,Water,,"Swift Swim, Propeller Tail",Speed Boost,"Arrokuda, Barraskewda"
Barraskewda,847,61,123,60,60,50,136,490,Water,,"Swift Swim, Propeller Tail",Intimidate,"Arrokuda, Barraskewda"
Toxel,848,40,38,35,54,35,40,242,Electric,Poison,"Rattled, Static, Klutz",Electric Surge,"Toxel, Amped Toxtricity, Low Key Toxtricity, Gigantamax Toxtricity"
Amped Toxtricity,849,75,98,70,114,70,75,502,Electric,Poison,"Punk Rock, Plus, Technician",Electric Surge,"Toxel, Amped Toxtricity, Low Key Toxtricity, Gigantamax Toxtricity"
Low Key Toxtricity,849,75,98,70,114,70,75,502,Electric,Poison,"Punk Rock, Minus, Technician",Electric Surge,"Toxel, Amped Toxtricity, Low Key Toxtricity, Gigantamax Toxtricity"
Gigantamax Toxtricity,849,114,105,82,137,82,82,602,Electric,Poison,Punk Rock,Electric Surge,"Toxel, Amped Toxtricity, Low Key Toxtricity, Gigantamax Toxtricity"
Sizzlipede,850,50,65,45,50,50,45,305,Fire,Bug,"Flash Fire, White Smoke, Flame Body",Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch"
Centiskorch,851,100,115,65,90,90,65,525,Fire,Bug,"Flash Fire, White Smoke, Flame Body",Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch"
Gigantamax Centiskorch,851,130,125,75,94,100,101,625,Fire,Bug,Flash Fire,Hustle,"Sizzlipede, Centiskorch, Gigantamax Centiskorch"
Clobbopus,852,50,68,60,50,50,32,310,Fighting,,"Limber, Technician",Water Bubble,"Clobbopus, Grapploct"
Grapploct,853,80,118,90,70,80,42,480,Fighting,,"Limber, Technician",Water Bubble,"Clobbopus, Grapploct"
Phony Sinistea,854,40,45,45,74,54,50,308,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist"
Antique Sinistea,854,40,45,45,74,54,50,308,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist"
Phony Polteageist,855,60,65,65,134,114,70,508,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist"
Antique Polteageist,855,60,65,65,134,114,70,508,Ghost,,"Weak Armor, Cursed Body",Shadow Shield,"Phony Sinistea, Antique Sinistea, Phony Polteageist, Antique Polteageist"
Hatenna,856,42,30,45,56,53,39,265,Psychic,,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene"
Hattrem,857,57,40,65,86,73,49,370,Psychic,,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene"
Hatterene,858,57,90,95,136,103,29,510,Psychic,Fairy,"Healer, Anticipation, Magic Bounce",Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene"
Gigantamax Hatterene,858,87,100,110,146,118,49,610,Psychic,Fairy,Magic Bounce,Fairy Aura,"Hatenna, Hattrem, Hatterene, Gigantamax Hatterene"
Impidimp,859,45,45,30,55,40,50,265,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl"
Morgrem,860,65,60,45,75,55,70,370,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl"
Grimmsnarl,861,95,120,65,95,75,60,510,Dark,Fairy,"Prankster, Frisk, Pickpocket",Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl"
Gigantamax Grimmsnarl,861,130,138,75,110,92,65,610,Dark,Fairy,Prankster,Intimidate,"Impidimp, Morgrem, Grimmsnarl, Gigantamax Grimmsnarl"
Obstagoon,862,93,90,101,60,81,95,520,Dark,Normal,"Reckless, Guts, Defiant",Poison Heal,"Obstagoon, Galar Zigzagoon, Galar Linoone"
Perrserker,863,70,110,100,50,60,50,440,Steel,,"Battle Armor, Tough Claws, Steely Spirit",Unburden,"Perrserker, Galar Meowth"
Cursola,864,60,95,50,145,130,30,510,Ghost,,"Weak Armor, Perish Body",Shadow Shield,"Cursola, Galar Corsola"
Sirfetchd,865,62,135,95,68,82,65,507,Fighting,,"Steadfast, Scrappy",Intrepid Sword,"Sirfetchd, Galar Farfetchd"
Mr Rime,866,80,85,75,110,100,70,520,Ice,Psychic,"Tangled Feet, Screen Cleaner, Ice Body",Prankster,"Mr Mime, Mime Jr, Mr Rime, Galar Mr Mime"
Runerigus,867,58,95,145,50,105,30,483,Ground,Ghost,Wandering Spirit,Tablets Of Ruin,"Runerigus, Galar Yamask"
Milcery,868,45,40,40,50,61,34,270,Fairy,,"Sweet Veil, Aroma Veil",Regenerator,"Milcery, Vanilla Cream Alcremie, Ruby Cream Alcremie, Matcha Cream Alcremie, Mint Cream Alcremie, Lemon Cream Alcremie, Salted Cream Alcremie, Ruby Swirl Alcremie, Caramel Swirl Alcremie, Rainbow Swirl Alcremie, Gigantamax Alcremie"
